name,artist,id,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Lost In Yesterday,Tame Impala,3eoNUm0LU9hATVVi9w4fM6,i.vi,0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059,249587,3
"Lights Out, Words Gone",Bombay Bicycle Club,1bKQdPJ9lid6Yg26HAx8Tf,i.vi,0.649,0.76,8,-7.275,1,0.0298,0.577,0.332,0.107,0.654,106.002,301347,4
Sleep Forever,Portugal. The Man,1l5lKWHRfyY7Y3FvDBXlvJ,i.vi,0.513,0.467,7,-8.305,1,0.0295,0.367,0.000542,0.319,0.31,145.027,380547,4
Daffodils (feat. Kevin Parker),Mark Ronson,1v0ufp7FLTFcykUGOmFZKa,i.vi,0.723,0.539,0,-8.041,1,0.038,0.0412,0.0132,0.0343,0.283,108.946,298133,4
The Message (feat. Melle Mel & Duke Bootee),Grandmaster Flash & The Furious Five,5DuTNKFEjJIySAyJH1yNDU,i.vi,0.947,0.607,10,-10.58,0,0.202,0.0249,4.76e-06,0.0861,0.732,100.619,431800,4
Sundown Syndrome,Tame Impala,04s46zhESDMuqdH7hPV5pZ,i.vi,0.2,0.725,8,-4.88,0,0.0377,0.0952,0.494,0.135,0.326,69.075,349333,4
Apocalypse Dreams,Tame Impala,6g4i8boXgdS7L2UOxJWUMH,i.vi,0.495,0.933,8,-2.287,1,0.0507,0.229,0.135,0.0837,0.27,127.984,356947,4
"Call It Fate, Call It Karma",The Strokes,3Y4rUyw7XBCK6hGHCOt6rp,i.vi,0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,204773,4
Only A Fool Would Say That,Steely Dan,6eT2fNwiVD04D3R4uP5qOv,i.vi,0.803,0.531,0,-11.967,1,0.0348,0.712,0.0,0.197,0.965,130.05,177533,4
Under Control,The Strokes,3kKb3U3a8jmUJQB9ypE1Jl,i.vi,0.401,0.723,1,-4.651,1,0.0291,0.341,0.775,0.0543,0.66,90.596,187153,4
Darling,Real Estate,36PQh1G6h7n9VWB799fXpI,i.vi,0.596,0.894,0,-5.407,1,0.0265,0.00878,0.00659,0.104,0.572,132.994,260387,5
Still Beating,Mac DeMarco,2N4idqj9TT3HnH2OFT9j0v,i.vi,0.709,0.496,1,-10.528,0,0.0417,0.581,0.195,0.151,0.469,78.477,181587,4
When You Die,MGMT,3td69vL9Py7Ai9wfXYnvji,i.vi,0.645,0.938,11,-4.557,0,0.0391,0.0946,0.0226,0.159,0.495,140.886,263880,4
Charlie Don't Surf - Remastered,The Clash,5T4j3Uv33fQO7tsR2lMl4y,i.vi,0.51,0.595,2,-11.021,1,0.0378,0.0976,0.0176,0.338,0.64,131.761,294093,4
Every Time I Try,Airpark,5X4FloCM3AILu007o8Wy0i,i.vi,0.618,0.71,2,-6.374,1,0.0299,0.225,0.0243,0.182,0.687,125.039,183920,4
The Girl From Ipanema,Stan Getz,3898C4AbdbptwYet6547e5,i.vi,0.664,0.194,5,-15.487,0,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,321827,4
"Hey Young World (feat. Aloe Blacc, Devoya)",Fashawn,1oBjEOqMo4Y33RPZHuZb8M,i.vi,0.638,0.503,10,-11.325,1,0.349,0.353,6.48e-06,0.26,0.555,95.149,246243,4
Freaking Out the Neighborhood,Mac DeMarco,25SJaCCPiosugnlY53VhRG,i.vi,0.565,0.832,8,-5.751,0,0.108,0.0639,0.0291,0.386,0.847,143.302,173889,4
Birds Dont Sing,TV Girl,0V34LU5aBA3hYgq178hFFY,i.vi,0.612,0.942,7,-4.549,1,0.0568,0.016,0.0,0.137,0.807,106.57,209347,4
Black Lipstick,Chicano Batman,3kzOYFM5ZTj45uLhpSoINZ,i.vi,0.824,0.418,11,-8.962,1,0.0423,0.104,0.000534,0.12,0.785,121.469,229373,4
Gypsy Woman (She's Homeless) - Basement Boy Strip To The Bone Mix,Crystal Waters,1SShxVVBeZBCY7WddnksPz,i.vi,0.484,0.641,5,-12.612,1,0.0377,0.000779,0.278,0.0738,0.181,119.981,451827,4
Starlight (Original Version),The Supermen Lovers,5luWJxS799LLp2e88RffUx,i.vi,0.706,0.66,0,-5.127,1,0.034,0.000419,0.0481,0.139,0.642,127.48,364333,4
Moon Child,The F16s,4TcrTb8W4lKkoi62nwU5GO,i.vi,0.606,0.713,9,-5.987,1,0.0314,0.0568,0.00262,0.0814,0.549,120.016,279841,4
Salad Days,Mac DeMarco,4keAoywVf4jxRvXU7ON0hV,i.vi,0.43,0.771,5,-7.176,1,0.0375,0.0876,0.0239,0.121,0.772,201.001,145893,4
Sweep Me off My Feet,Pond,6iFwcRQsGBmW4paSWz5phj,i.vi,0.411,0.806,7,-3.836,0,0.0402,0.000264,1.08e-05,0.694,0.202,100.157,209093,4
Innerbloom,RÜFÜS DU SOL,05kVyNUR9uibHta4jcGTTv,i.vi,0.729,0.72,3,-6.69,1,0.0371,0.125,0.353,0.178,0.0388,122.015,578041,4
Is It True,Tame Impala,6RZmhpvukfyeSURhf4kZ0d,i.vi,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018,239267,4
Losing My Mind,Moonboy Inc.,4ck8x8Gf8exoz23vvRLXjI,i.vi,0.694,0.675,6,-8.012,0,0.0528,0.213,7.11e-05,0.158,0.321,122.039,206192,4
Orpheus Under the Influence,The Buttertones,7KwJrAQMoJyUEBes3evMLv,i.vi,0.362,0.871,2,-6.546,1,0.0502,0.0365,0.000256,0.114,0.526,151.722,134080,4
Deadbeat Summer,Neon Indian,0Ff8rF6FX2aoXoz4tG4Ufj,i.vi,0.711,0.579,0,-8.443,1,0.274,0.0087,0.00243,0.0925,0.711,120.052,242867,4
In My Mind,Dynoro,0E9ZjEAyAwOXZ7wJC0PD33,i.vi,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4
One More Hour,Tame Impala,0mO6oS60RST2sWmN2FKknP,i.vi,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,432560,4
Weekend,Smith Westerns,0tMrhzihI4NuFUKWHJv3RM,i.vi,0.397,0.853,9,-3.567,1,0.0314,0.000922,0.0355,0.0832,0.828,153.881,200027,4
Until the Sun Needs to Rise,RÜFÜS DU SOL,1wvpgZJo2GuYyxfNU2O42I,i.vi,0.726,0.691,8,-8.033,1,0.0337,0.011,0.292,0.0916,0.118,119.996,292045,4
Lost In My Mind,RÜFÜS DU SOL,4dA01Cx5JPj6L7n3V1Zj1J,i.vi,0.586,0.809,6,-5.512,1,0.0342,0.01,0.000983,0.103,0.27,119.982,262907,4
No Place,RÜFÜS DU SOL,71IpLCdWNvPzYwMa9PS9zM,i.vi,0.616,0.867,4,-6.232,0,0.0315,0.0161,0.125,0.147,0.198,120.018,238920,4
Another Life,RÜFÜS DU SOL,1aiYXAvBYhhCFezkB2tzYP,i.vi,0.65,0.827,4,-8.218,0,0.0445,0.0217,0.134,0.102,0.0369,121.989,400067,4
Medusa In Chains (Japan Bonus Track),The Fratellis,0nT6NbkEncWyQ8qiRcnhPT,i.vi,0.532,0.666,2,-7.684,1,0.043,0.351,1.28e-06,0.134,0.219,81.543,190173,4
Dark Red,Steve Lacy,37y7iDayfwm3WXn5BiAoRk,i.vi,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,173104,4
Joypunks,Big Wild,2Ob2E0owyR8gdF0YGf0fZp,i.vi,0.694,0.669,7,-5.748,1,0.0328,0.0382,0.021,0.0975,0.338,121.987,195492,4
Tell Me,RÜFÜS DU SOL,5CyrY4XoXx6U1zbHDr7PtZ,i.vi,0.677,0.737,7,-7.409,1,0.027,0.0697,0.0537,0.357,0.318,119.988,229337,4
New Sky - Live from Joshua Tree,RÜFÜS DU SOL,0ebu8hPrbhvVNeH9RTsDA2,i.vi,0.622,0.828,5,-6.338,1,0.0281,0.000677,0.0153,0.165,0.186,124.033,327627,4
Blue World,Mac Miller,2hwOoMtWPtTSSn6WHV7Vp5,i.vi,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4
Why Won't You Make Up Your Mind? - Live,Tame Impala,0bnlXSOf9gxMDGqtn5Hphq,i.vi,0.488,0.957,5,-7.322,1,0.0742,0.049,0.334,0.202,0.166,128.228,261550,4
One More Year,Tame Impala,5ozqshq2dtU7SYCpCBu0NE,i.vi,0.602,0.88,1,-5.414,1,0.0354,0.057,0.46,0.284,0.493,114.009,324013,4
C.U.D.I - Can U Dig It,Cosmo's Midnight,0qx4nlKPxSfnaj3QTZhOn2,i.vi,0.607,0.864,6,-7.328,1,0.0422,0.0324,0.107,0.147,0.683,113.995,223982,4
Say a Prayer For Me,RÜFÜS DU SOL,0hmY0QQ1VvSdpkBkXI3oOf,i.vi,0.821,0.675,7,-6.661,0,0.0709,0.227,0.019,0.0765,0.551,116.014,277324,4
People Everywhere (Still Alive),Khruangbin,2OQ1V0e2O56AeIo4ywuYKF,i.vi,0.551,0.648,7,-13.088,1,0.0627,0.043,0.655,0.41,0.807,109.209,159013,4
Marinade,DOPE LEMON,4zCrOO8OAjpnmekfIxzTsl,i.vi,0.677,0.74,2,-6.528,1,0.0243,0.242,0.0146,0.105,0.679,110.193,237961,4
Use Me,Bill Withers,4gRA0i5sxx3jAhHaVjPnUN,i.vi,0.759,0.586,11,-13.461,0,0.056,0.0333,0.00312,0.0743,0.948,154.624,228327,4
Breathe Deeper,Tame Impala,3LbZIhU0smEU5SUnxod4j4,i.vi,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998,372867,4
Lovely Day (Bonus Track),alt-J,4OxtqhSBnOsgGc1yfYAfOn,i.vi,0.465,0.487,11,-8.743,1,0.0399,0.0483,0.344,0.0951,0.203,97.847,241546,4
Ooh LA LA (feat. Greg Nice & DJ Premier),Run The Jewels,4duqfee47U0bYpEGkIBp47,i.vi,0.686,0.824,11,-5.413,1,0.34,0.157,0.0,0.242,0.405,170.079,183827,4
The Adults Are Talking,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,i.vi,0.593,0.749,5,-5.671,1,0.0475,0.0116,0.108,0.314,0.65,164.961,309053,4
Let Her Go,Mac DeMarco,7KmawNv6JUgZ54gSyVF6VQ,i.vi,0.594,0.663,6,-7.588,1,0.0292,0.00512,0.123,0.162,0.806,111.123,182607,4
Heart Of Glass - Special Mix,Blondie,0a4agFmqHXxcZl1nho1BxM,i.vi,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,4
Comfortably Numb,Scissor Sisters,1Nfl4UGkzTHJMZ7itDY3IU,i.vi,0.802,0.92,7,-6.481,1,0.0391,0.234,0.0221,0.101,0.81,116.977,264640,4
Love Test,The Growlers,71bWpBImqNaLjIvfV50Hsa,i.v,0.65,0.728,2,-7.27,1,0.0263,0.00755,0.000446,0.353,0.742,114.984,249267,4
Holy Toledo,Vundabar,7vlX33qkhVUSMUe0wpTOyc,i.v,0.455,0.515,1,-7.689,0,0.0252,0.0082,0.251,0.137,0.215,86.944,320075,4
The Bottom of It,Fruit Bats,4bva6j9FaGs1rdCzScAqLk,i.v,0.495,0.625,5,-10.728,1,0.0466,0.138,0.0175,0.117,0.293,77.773,181400,4
Cellar Door - Demo,Hippo Campus,6tTxay06tSJG4zcDXVM8XC,i.v,0.588,0.661,0,-7.755,1,0.0316,0.784,0.412,0.102,0.766,165.03,128813,4
Another Kind Of Green - Live In Concert,John Mayer Trio,21Eln1zIL4yA6XNLEd00fc,i.v,0.408,0.623,4,-8.054,1,0.0312,0.43,0.00105,0.707,0.371,183.202,279973,3
Bang Bang,The Avett Brothers,2zgcdhjzCEAMLa7FxzmfhA,i.v,0.591,0.265,4,-8.407,1,0.0316,0.821,0.0,0.162,0.322,126.05,252827,4
Involved,Towkio,69oGXYDezTiGTnJ1DUSUPF,i.v,0.696,0.745,6,-6.798,1,0.457,0.0678,0.0,0.339,0.708,114.927,168458,4
Kamikaze,Magic City Hippies,5rfpOPFzGNlCdm8fTRun1v,i.v,0.586,0.785,8,-6.632,1,0.0342,0.00297,0.103,0.112,0.81,147.992,310360,4
Closer,POWERS,0IyPLTOYCocp1DJI2j8t0x,i.v,0.794,0.595,10,-6.17,1,0.0409,0.0309,2.88e-05,0.312,0.869,114.01,214907,4
Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,i.v,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,202547,4
Kentucky - Demo,Hippo Campus,3427pTE7qC2GzplghWAmD9,i.v,0.467,0.566,9,-8.273,1,0.0376,0.65,0.933,0.153,0.114,155.091,241547,3
Dollar Bill,Hippo Campus,17D3saZiiduvOg7Bg6ebGw,i.v,0.407,0.79,0,-5.895,1,0.0416,0.114,0.000277,0.112,0.403,134.976,251602,4
Hurt Feelings,Mac Miller,5p7GiBZNL1afJJDUrOA6C8,i.v,0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655,245640,4
I Want What You Got,Palace,6wimdClggXbqamkhOsyRQ9,i.v,0.383,0.393,2,-9.357,1,0.0252,0.147,0.00511,0.142,0.177,88.127,242430,4
Weekend Friend,Goth Babe,2d3QlXE6FXFDeodiS66yjM,i.v,0.409,0.594,1,-9.725,1,0.031,0.032,0.0391,0.0904,0.212,110.187,209455,4
Northern Lights,Satin Jackets,3VT2WolplCglmbxCdiFy5A,i.v,0.685,0.744,5,-7.5,1,0.0432,0.171,0.166,0.0936,0.601,111.017,255792,4
What Would I Do,Magic City Hippies,6M1gGrSG5UHlBrFKcuOG9l,i.v,0.561,0.749,8,-7.212,0,0.0431,0.41,0.471,0.12,0.788,168.108,169000,4
Straight Jacket,Bay Ledges,6t6bOh1jmVcRke7rmzAegb,i.v,0.616,0.657,7,-5.375,1,0.0649,0.117,0.0,0.11,0.927,79.919,205066,4
No Poms - Demo,Hippo Campus,1tQjULR145FBGcA6VFWGUD,i.v,0.447,0.945,2,-3.338,1,0.116,0.118,0.37,0.153,0.524,117.595,171573,4
Imagination,Foster The People,2flxduIqEbsicdmPyj1WVW,i.v,0.744,0.642,2,-4.6,0,0.031,0.115,3.95e-05,0.279,0.63,94.988,256267,4
The Wind Cries Mary,Jimi Hendrix,5H6Jp0syB5yEPk7SWYdlmk,i.v,0.499,0.495,5,-10.508,1,0.0501,0.348,0.0286,0.2,0.339,80.086,200733,4
Doubt - Demo,Hippo Campus,2otguAGGnNYyLEa6gsRqK8,i.v,0.649,0.384,0,-6.033,1,0.0323,0.174,0.000578,0.241,0.435,80.972,199800,4
Sleeping Lessons,The Shins,3GbvAuf1qB1XxwnNoRcAFy,i.v,0.517,0.511,4,-8.191,1,0.0339,0.19,0.00827,0.14,0.179,115.022,238027,4
Baby - Recorded at Spotify Studios NYC,Hippo Campus,3pLtWj9iW6HT2TWAPcMZhg,i.v,0.55,0.374,0,-8.079,1,0.0237,0.721,0.000168,0.133,0.193,94.031,281248,4
That's Life (feat. Mac Miller & Sia),88-Keys,5h0Jgt873QtgL6nJRBGfT6,i.v,0.525,0.774,9,-4.532,1,0.241,0.24,1.07e-06,0.495,0.526,154.192,202391,4
wish you were gay,Billie Eilish,4txc3txsIt81diMzGhrVPS,i.v,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4
Time,Pink Floyd,3TO7bbrUKrOSPGRTB5MeCz,i.v,0.358,0.48,9,-11.79,1,0.0849,0.521,0.00428,0.178,0.356,120.317,413947,4
Breathe (In The Air) - 2011 Remastered Version,Pink Floyd,3zJRvtQkHQRTNEXSY8jQPR,i.v,0.431,0.375,11,-15.142,0,0.0347,0.391,0.721,0.143,0.258,128.153,169535,4
Keep Me Around,The Wood Brothers,5NNXPVydz9kE8xOY7ycj4r,i.v,0.541,0.342,2,-11.753,1,0.0467,0.611,0.000527,0.0952,0.49,87.594,218520,4
Gold Coast - EP Version,Grouplove,5METRwH17Xafzvhn0VVGBi,i.v,0.623,0.618,1,-6.556,0,0.0342,0.0228,0.0,0.115,0.47,129.967,294747,4
Life In The City,The Lumineers,5m5ujaIcyabeTxIV48Gx1D,i.v,0.743,0.57,0,-7.376,1,0.0335,0.506,5.18e-05,0.0994,0.273,97.005,231360,3
IGOR'S THEME,"Tyler, The Creator",51RN0kzWd7xeR4th5HsEtW,i.v,0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,200693,4
Indiana,Magic City Hippies,1RKcRHKDamJjZFxq7g3htb,i.v,0.386,0.87,0,-6.024,1,0.125,0.00241,0.0504,0.156,0.888,80.342,198920,4
Brendan's Death Song,Red Hot Chili Peppers,2pAho4WqtK5hQtgImHzT74,i.v,0.355,0.87,7,-3.82,1,0.125,0.00998,0.000111,0.114,0.184,114.484,338333,4
Rhiannon,Fleetwood Mac,05oETzWbd4SI33qK2gbJfR,i.v,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773,4
Time to Pretend,MGMT,4iG2gAwKXsOcijVaVXzRPW,i.v,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000,3
When The Hunter Gets Captured By The Game,Jerry Garcia,6HN6xC99joXDRhcEzLTPvj,i.v,0.753,0.575,11,-8.783,0,0.0369,0.525,4.81e-05,0.103,0.686,117.014,169213,4
Pop Song,STRFKR,1P8Ym62T2oUIi5cyrf6oAE,i.v,0.292,0.729,5,-8.146,1,0.0635,0.00349,0.751,0.192,0.182,179.854,235707,4
If I Ever Feel Better,Phoenix,3AA8xNhDC0MpqwkGX3EP5V,i.v,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,266600,4
Rich Man,Vampire Weekend,2WaaqcSdsLliuWTnmY4rLC,oh no,0.499,0.397,9,-9.957,1,0.0675,0.795,0.00138,0.129,0.187,176.12,149987,4
Crave You,Flight Facilities,4ESWJepzBtY2lR9oZDYVaP,oh no,0.921,0.48,1,-9.2,0,0.0823,0.0976,0.0,0.0768,0.317,120.043,234787,4
Antananarivo,Vera,2sKLBbd1TNUeR8rFOtHONd,oh no,0.707,0.565,9,-7.852,1,0.126,0.746,4.03e-05,0.113,0.669,89.895,186529,4
2am,Slightly Stoopid,4cs6ORX8aKd6rtVdwAnnel,oh no,0.794,0.577,2,-8.549,1,0.111,0.00594,0.37,0.0708,0.645,82.46,299600,4
Kids Turned Out Fine,A$AP Rocky,0qp8MuZNKelOGTK2HPlXBA,oh no,0.305,0.668,1,-9.404,1,0.222,0.271,3.8e-05,0.369,0.128,163.314,183120,5
Bound To Lose,Electric Guest,3l8MLr9ihD4WxK9DPKcOwW,oh no,0.643,0.692,1,-6.031,0,0.0359,0.0108,0.000215,0.0785,0.707,145.675,223613,4
IPlayYouListen,ODESZA,79e0YKpjkkUpPEmmdxPVEX,oh no,0.577,0.747,9,-4.948,1,0.0359,0.0241,0.0864,0.113,0.313,124.601,292777,4
Players Holiday,Donnie Trumpet,7zpnpMyWvmuWziWVSyaenl,oh no,0.485,0.538,0,-6.797,1,0.0282,0.23,0.000389,0.156,0.532,82.088,198170,4
Some Sunsick Day,Morgan Delt,54WIS7qug0Gnt65eD9gg8g,oh no,0.487,0.637,1,-9.305,1,0.0302,0.434,0.729,0.0873,0.486,150.078,311280,3
Liquid Summer,Diamond Messages,2aNGCrhh1BtVcxNtafQd7p,oh no,0.622,0.666,9,-5.184,1,0.0277,0.000599,0.0247,0.125,0.24,129.948,226000,4
All We Need,Raury,45tORLTHGyzygZNVnAhYnf,oh no,0.459,0.496,5,-8.832,1,0.0341,0.397,0.0469,0.122,0.0455,105.044,283320,4
Hot Shit,Towkio,4nxafHH0kGdG3H3K88N4jO,oh no,0.734,0.618,10,-6.863,0,0.0431,0.0128,0.0,0.316,0.54,105.998,219693,4
Brazil,Declan McKenna,5ftdTvmQjjsL23t7jxADfI,oh no,0.689,0.617,4,-5.196,1,0.0289,0.0918,2.02e-05,0.0816,0.682,121.062,252307,4
Hallucinating,Elohim,39Qv03aCbWnguEMWzUDao2,oh no,0.772,0.765,9,-6.281,1,0.0452,0.112,0.00718,0.0998,0.661,107.015,218135,4
Bambi,Jidenna,5KWV7S3osWbeOMPHCeWVyK,oh no,0.748,0.623,5,-5.08,1,0.0285,0.109,0.0,0.15,0.21,105.045,250000,4
Fences,Magic Bronson,7G5RuFPZMYaGJOC6WndE9b,oh no,0.675,0.521,1,-7.658,1,0.0361,0.000271,3.33e-06,0.121,0.448,120.004,219040,4
Pseudologia Fantastica,Foster The People,6eKEJZFWllRX4UALhPU967,oh no,0.286,0.892,5,-3.767,0,0.0731,0.000561,0.00016,0.157,0.374,172.016,331187,4
Somewhere to Fall,Cbdb,6lzZuai0FfaWESnH6UAltt,oh no,0.633,0.914,1,-6.41,1,0.0337,0.294,0.00321,0.112,0.775,122.362,235596,4
West Savannah (feat. SZA),Isaiah Rashad,0Gt4nGWoATcQFL38a1NRao,oh no,0.652,0.906,9,-4.032,1,0.161,0.13,0.0681,0.504,0.559,125.103,167277,4
Janet,Berhana,3ml3WB66sqG4kXoPBX2POA,oh no,0.81,0.308,0,-8.194,1,0.0818,0.354,0.0,0.0899,0.56,120.012,204000,4
Adeline,alt-J,1fxdSIUrAwrLK5J2uyOwk9,oh no,0.418,0.329,6,-14.821,0,0.033,0.704,0.91,0.125,0.0397,142.026,350333,4
Ms,alt-J,0pCTr2E9CtulIwNprituKi,oh no,0.611,0.413,5,-11.408,1,0.0352,0.876,0.0226,0.0799,0.0698,130.972,238747,4
Them Changes (feat. Flying Lotus & Kamasi Washington),Thundercat,7hmiDaBxoyLW094H8vup2S,oh no,0.791,0.58,8,-8.377,1,0.0588,0.555,0.00155,0.116,0.757,81.678,187210,4
Super Rich Kids,Frank Ocean,0725YWm6Z0TpZ6wrNk64Eb,oh no,0.739,0.419,3,-8.241,0,0.0854,0.219,0.0,0.196,0.58,60.493,304760,4
Crack Rock,Frank Ocean,5lcyIeEfwZTs8Ajw3kdF7P,oh no,0.429,0.736,5,-8.017,1,0.222,0.0696,0.0,0.0852,0.379,89.262,224147,4
Bad Religion,Frank Ocean,2pMPWE7PJH1PizfgGRMnR9,oh no,0.359,0.367,9,-7.684,1,0.0335,0.738,1.43e-06,0.0736,0.104,83.331,175453,4
Parking Lots,Plums,3MGkU9iwnb6ziAcPul5dSv,oh no,0.487,0.763,1,-5.331,0,0.03,0.0203,0.37,0.343,0.716,155.667,206354,4
Always Forever,Cults,2enPRFda84VE2wtI8c86Uf,oh no,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4
Samba Pa Ti,Santana,35fC3Wq3slX4OBfyvBVmHm,oh no,0.407,0.358,9,-12.908,0,0.0343,0.829,0.424,0.0827,0.267,92.292,284800,4
II. Shadows,Childish Gambino,2uMMGgkTOBisJpzyvMzNWm,oh no,0.616,0.76,1,-8.732,1,0.244,0.0948,0.0186,0.345,0.377,116.316,231733,4
Mushroom Clouds,Like,6oZ7mlsLFks8E9GLh9Pkwt,oh no,0.63,0.831,11,-7.685,1,0.372,0.478,0.0,0.916,0.554,126.191,151000,1
Four of a Kind,Magic City Hippies,4s8306r4MLHOZpBEF17Tnk,oh no,0.66,0.678,9,-7.541,1,0.043,0.236,0.000136,0.218,0.787,76.997,215000,4
Heart Wants,Magic City Hippies,13I8nqMjLQfdRcXMZ7mU0D,oh no,0.691,0.754,11,-8.136,1,0.0372,0.0271,0.0719,0.881,0.924,144.085,222000,4
Bull Ride,Magic City Hippies,7gEsvmNXEFu0I1gR3x8YGl,oh no,0.656,0.549,5,-9.473,0,0.0429,0.307,2.82e-05,0.473,0.881,149.007,171543,4
Fineshrine,Purity Ring,5KeyVNymqfqac1wLDseK8v,oh no,0.609,0.798,5,-4.448,0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,209760,4
Magic City Hippies,Robby Hunter Band,6uZGWwyNio5zfNhUP72KOm,oh no,0.483,0.722,3,-8.494,0,0.0351,0.0354,0.253,0.614,0.665,80.007,178500,4
Open Your Eyes,STRFKR,0xxm1WskKZSCvbkGjkSMr2,oh no,0.67,0.756,0,-4.299,0,0.0322,0.00549,0.599,0.152,0.402,129.988,232947,4
Do You Realize??,The Flaming Lips,2DFRFqWNahKtFD112H2iEZ,oh no,0.464,0.797,0,-5.244,1,0.0333,0.006,0.000304,0.392,0.547,129.964,213173,4
Yoshimi Battles the Pink RobotsPt. 1,The Flaming Lips,0ccCwNzXvr1Yoz91vKz31Z,oh no,0.555,0.902,0,-7.918,1,0.0958,0.337,0.0,0.152,0.62,156.108,287507,4
Hey Joe,Jimi Hendrix,3VMMmMR4IYL28n7oKHyUoD,oh no,0.349,0.757,9,-5.659,1,0.0359,0.00351,0.329,0.0332,0.569,166.717,209813,4
Gyöngyhajú lány,Omega,7HEoY8JLuFFckI44suYFna,oh no,0.266,0.348,10,-11.609,0,0.0371,0.0202,0.664,0.16,0.403,144.154,349667,4
High You Are,What So Not,6zpCJDhdpHPZCcFCJZDqX5,oh no,0.69,0.857,10,-5.613,1,0.0405,0.0557,0.11,0.0341,0.409,136.99,213340,4
Cherry,Chromatics,4ahvXivkbvsbv1fgxd2qLq,oh no,0.637,0.611,7,-12.842,0,0.0325,0.0374,0.222,0.122,0.815,108.242,272947,4
Ghostwriter,RJD2,5Nn2Dj7OQsGL6pgQ9iIzPp,oh no,0.747,0.68,1,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,317933,4
Moon,Slow Magic,06VmZMiZ0IEC6McvzL3xQW,oh no,0.335,0.57,1,-7.105,1,0.17,0.0594,0.919,0.0941,0.081,173.776,198767,4
Dear Body,Cherub,6z9L8mjCy73uRyl7xOi71B,oh no,0.707,0.685,7,-5.248,1,0.0929,0.0074,0.0306,0.0782,0.584,115.516,318467,4
Sleepyhead,Passion Pit,3ZUMC5OazTA8QtLpdlPdz9,oh no,0.575,0.971,8,-3.261,1,0.11,0.425,3.4e-06,0.105,0.764,106.052,175080,4
Rawnald Gregory Erickson the Second,STRFKR,4j4pPKE3xAblPIbhxScC1j,oh no,0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.713,95.508,173693,4
Wildcat,Ratatat,4EBisBBehGON4ESJsNZBsP,oh no,0.703,0.718,1,-7.522,1,0.0669,0.0479,0.432,0.0415,0.785,115.993,260173,4
Loud Pipes,Ratatat,5ZrrXIYTvjXPKVQMjqaumR,oh no,0.718,0.703,7,-7.162,0,0.0382,0.109,0.822,0.208,0.858,87.975,226533,4
Bruleé,Ratatat,0u8TLzOnwjLHMHwpQTtXpY,oh no,0.723,0.843,2,-6.454,1,0.0921,0.0864,0.749,0.374,0.595,141.978,222747,4
Wordless Chorus,My Morning Jacket,2CRjfe8gLYosdjwT5m84KA,oh no,0.824,0.377,2,-9.222,1,0.0436,0.107,0.604,0.11,0.779,116.342,252760,4
$150 / roll widdit,Healy,2L9mXwt6vJ3FxVxf7jsGkd,oh no,0.665,0.409,0,-10.037,1,0.787,0.325,1.29e-05,0.0747,0.296,151.355,181368,4
Amber,311,6Fe3Flc9SjE03pqwD6PVQl,oh no,0.663,0.697,0,-9.442,1,0.0473,0.156,0.0224,0.0663,0.744,166.001,206973,4
Diplomat’s Son,Vampire Weekend,0ybF6SJTJw1RCpsF0QagFw,oh no,0.503,0.815,6,-6.967,1,0.338,0.209,0.0513,0.0838,0.842,193.93,361373,4
Bitter Sweet Symphony,The Verve,57iDDD9N9tTWe75x6qhStw,oh no,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,4
